CUST_ID,0,1
C10001,14.347547,35.541
C10002,-63.03609,-12.105374
C10003,-3.89536,-5.1514163
C10004,-19.66958,49.52075
C10005,-22.516628,10.306509
C10006,25.923422,20.919659
C10007,85.100395,-2.5108187
C10008,35.64076,24.896221
C10009,38.473816,-5.017773
C10010,-2.3413992,26.2542
C10011,30.673864,19.896015
C10012,-16.751348,20.545376
C10013,53.09943,-11.55655
C10014,43.529236,-17.338493
C10015,-46.515625,2.6130161
C10016,-2.4332957,-30.965494
C10017,-66.94217,35.73972
C10018,14.110401,52.126034
C10019,22.535198,-14.583291
C10020,31.153652,14.261054
C10021,27.465332,14.977611
C10022,19.058596,-73.11526
C10023,26.330154,44.541153
C10024,5.989069,-69.15293
C10025,-71.65193,-8.680058
C10026,40.01336,34.98788
C10027,-33.25123,-44.41801
C10028,35.410522,39.231155
C10029,-2.1989088,-66.99336
C10030,17.65262,40.594563
C10031,6.7048798,-72.19628
C10032,20.838835,-55.003433
C10033,-40.786793,-57.155415
C10034,-0.96504176,2.3622768
C10035,33.27048,13.668423
C10036,-43.35186,7.3758245
C10037,-80.62442,-15.289899
C10038,12.719695,-70.38513
C10039,-37.516907,-59.89459
C10040,-30.856394,-52.47878
C10041,-47.811905,25.94314
C10043,7.582798,-53.83872
C10044,-13.477625,10.531071
C10045,-44.571568,11.962291
C10046,40.481247,-29.06563
C10047,-19.882223,47.058174
C10048,-16.399555,-15.478235
C10049,-23.940004,46.916027
C10050,76.949646,-0.40119502
C10051,-22.520498,-43.592056
C10052,-18.819145,-27.444363
C10053,28.656845,-17.57572
C10054,-61.63328,-0.937431
C10055,-27.967625,-18.671173
C10056,9.763205,46.752827
C10057,-18.016077,50.041573
C10058,-20.493418,48.382645
C10059,57.288025,-38.207
C10060,-56.334255,-1.0882471
C10061,-4.597803,-30.65051
C10062,-9.204004,12.805879
C10063,-18.731936,10.313621
C10064,-81.71285,-1.4201682
C10065,-21.554502,60.60493
C10067,10.534476,-28.091532
C10068,27.817907,-8.257116
C10069,-63.274822,37.231514
C10070,-69.4651,6.770474
C10071,22.999542,-14.5724945
C10072,-13.257209,3.3115158
C10073,-0.7391195,-34.35032
C10074,2.7362764,-76.966125
C10075,-65.72668,34.02091
C10077,25.057024,-7.6571455
C10078,39.25068,-4.0907383
C10079,36.317535,-23.897442
C10080,-3.3511755,-5.745768
C10081,29.34767,31.44167
C10082,-53.15204,-30.414347
C10083,-22.61667,-62.238407
C10084,45.736195,-5.9075217
C10085,-46.318058,34.472263
C10086,47.874165,0.9667685
C10087,21.770615,63.8923
C10088,25.884497,-70.81945
C10089,10.618594,1.7014605
C10090,6.054091,-77.837395
C10092,6.0718284,-77.88392
C10093,-24.592537,-40.794037
C10094,-71.62869,-18.133453
C10095,16.505007,-66.61602
C10096,4.094787,-69.98667
C10097,-27.24917,-40.268173
C10098,-17.64978,50.28762
C10099,-17.660366,50.197647
C10100,-52.784428,-29.624592
C10101,-4.4121184,-3.6987305
C10102,-23.944216,46.94068
C10103,15.3580675,63.201607
C10104,-30.559788,57.56343
C10105,-16.547962,29.946644
C10106,7.7290316,71.58386
C10107,56.842186,-39.471935
C10108,-15.74258,66.456184
C10109,-42.90853,-2.6302238
C10110,-26.258154,-51.804485
C10111,44.649574,33.687244
C10112,-80.15438,-16.731518
C10113,12.391676,-47.521828
C10114,6.1215415,-78.786514
C10115,48.926216,-13.481159
C10116,-23.8807,48.167744
C10117,13.481637,-68.56003
C10118,-66.488655,-18.905544
C10119,67.85744,-5.6940756
C10120,53.312164,-18.533901
C10121,24.696976,53.153553
C10122,-66.94814,-5.0841475
C10123,17.246967,62.422752
C10124,-66.62022,-1.9894265
C10125,14.0407715,-76.01455
C10126,-18.065012,49.993755
C10127,41.65957,24.443674
C10128,-52.91383,-1.175147
C10130,-67.3344,-22.401344
C10131,-6.772228,-8.104905
C10132,-60.391773,40.468304
C10133,37.466038,-22.731604
C10134,-34.8753,-63.818066
C10135,-29.474277,63.865696
C10136,-23.074017,60.52635
C10137,35.333412,-26.219765
C10138,13.477088,48.149837
C10139,-32.933586,-63.548035
C10140,41.74161,33.035633
C10141,27.07428,-10.6993475
C10142,48.66899,-34.224945
C10143,13.4737015,-52.81564
C10144,52.350864,-43.6319
C10145,-16.113482,-56.098583
C10146,26.022627,-3.4927688
C10147,-42.799965,-4.8623834
C10148,-23.920921,46.87728
C10149,41.865875,-33.631298
C10150,57.78132,-35.710167
C10151,-10.891083,10.918319
C10152,26.981272,38.312943
C10153,-21.632391,-40.689697
C10154,27.64457,-12.417869
C10155,18.201723,-62.01527
C10156,-2.0021029,-32.08046
C10157,60.008076,-31.555079
C10158,60.353245,45.988976
C10159,5.999763,-79.38516
C10160,70.51346,-0.5913139
C10161,24.600475,52.337303
C10162,21.185335,5.3700705
C10163,-53.36654,-28.822536
C10164,59.308105,-38.498215
C10165,-28.33069,-39.11314
C10166,-68.164925,-2.545602
C10167,-51.232124,-15.45092
C10168,35.2615,-16.662584
C10169,23.09953,-9.557368
C10170,45.052696,72.26228
C10171,-51.352074,-17.028841
C10172,24.74555,42.98868
C10173,84.16365,-14.007478
C10174,30.63574,20.340929
C10175,57.708923,-17.83829
C10176,-70.50014,27.965897
C10177,2.592154,-79.14754
C10178,8.414239,58.336987
C10179,-73.92092,35.92785
C10180,19.703827,-74.03322
C10181,-55.195496,10.787624
C10182,-19.308998,48.397964
C10183,-76.96315,-9.467678
C10184,73.283134,-2.1087995
C10185,16.105633,51.079014
C10186,48.852856,-17.962961
C10187,-19.178066,63.409588
C10188,-8.288146,-34.81525
C10189,-20.916183,59.239323
C10190,40.286804,-8.636579
C10191,31.291191,35.135777
C10192,-4.584265,-25.368088
C10193,30.888676,-19.088228
C10194,-19.46785,48.848732
C10196,-23.936472,-46.397858
C10197,-7.067633,24.109758
C10198,-17.669401,50.841835
C10199,-39.73781,-36.185055
C10200,17.543036,18.67302
C10201,-9.675327,-3.6649132
C10202,39.44894,-29.311079
C10203,67.08785,0.95350856
C10204,71.88623,-14.35925
C10205,-9.895387,10.665063
C10206,-8.003878,-32.92083
C10207,-2.9851465,26.244867
C10208,8.146217,-52.078655
C10209,54.031647,47.40247
C10211,-3.2813969,-57.49898
C10212,50.633064,-40.879288
C10213,4.345031,59.27374
C10214,-33.9419,-50.587543
C10215,-1.8153092,-60.556873
C10216,11.865543,-74.90829
C10217,44.589615,3.6049232
C10218,10.244148,-79.69746
C10219,19.735945,-13.13978
C10220,-47.22768,-9.43259
C10221,-2.6636138,-3.1734977
C10222,20.677204,45.252407
C10223,-19.267843,62.32083
C10224,17.856674,-53.95688
C10226,47.699677,0.6551114
C10227,-2.7688904,-70.65528
C10228,22.399351,-70.47467
C10229,52.07854,-43.27035
C10230,53.842873,-28.689932
C10231,-21.799545,30.484306
C10232,53.258564,-35.67358
C10233,-8.270993,6.673306
C10234,-10.406319,21.863707
C10235,35.3779,-26.372478
C10236,42.293716,-28.36957
C10237,-52.1659,41.335556
C10238,60.972115,-39.025253
C10239,31.79734,-12.623373
C10240,35.95176,16.849361
C10241,-15.654342,-56.82188
C10242,-17.530203,11.182587
C10243,22.881643,-61.605953
C10244,18.10609,7.4017844
C10245,-3.75242,-30.341501
C10246,11.2824745,-42.23057
C10247,28.737312,45.725124
C10248,26.11862,-10.9413805
C10249,-20.299227,48.565742
C10250,66.00857,-4.8636556
C10251,60.278084,-35.28673
C10252,-11.063955,15.595591
C10253,47.35879,-36.62036
C10254,6.9968166,57.70275
C10255,48.68045,-23.507246
C10256,40.348442,41.206852
C10257,-2.3810847,-37.32412
C10258,55.404263,-39.498657
C10259,-24.9523,-54.617027
C10260,30.623203,21.142412
C10261,14.792362,44.00449
C10262,10.243877,1.9082373
C10263,-53.90411,-15.626386
C10265,12.210032,56.308407
C10266,-8.837368,23.466377
C10267,26.789213,-58.100407
C10269,34.917065,13.95219
C10270,-50.157738,-4.7429256
C10271,-9.336517,11.463116
C10272,22.853004,-67.722206
C10273,26.217682,-68.10894
C10274,-19.622131,-26.297808
C10275,40.39389,-5.363029
C10276,34.60189,-26.834652
C10277,47.395557,-22.485613
C10278,-3.9572132,-5.057508
C10279,-7.0366497,18.875067
C10280,25.873568,-71.15433
C10281,84.36168,-14.274705
C10282,-35.834976,-57.920055
C10283,71.87565,-2.8237524
C10284,55.131386,-42.885136
C10285,3.7778578,-67.5022
C10286,-9.322194,36.75275
C10287,-25.129824,-44.562176
C10288,-21.226109,59.726665
C10289,54.518227,36.038338
C10290,18.921085,-62.15612
C10291,41.853012,-33.590546
C10292,9.79985,-24.502604
C10293,39.565075,-5.963785
C10294,33.373104,-24.875723
C10295,-42.340782,27.224472
C10296,-78.880745,-20.668106
C10297,-48.39478,0.7189863
C10298,1.1178882,-56.279224
C10299,2.8840573,12.708977
C10300,-55.039944,-16.681992
C10301,78.107124,-6.9377384
C10302,-2.17296,-60.232674
C10303,-10.728472,10.295019
C10304,-77.128456,-8.626899
C10305,47.42382,41.57998
C10306,70.83518,2.5137236
C10307,-38.403828,-54.050724
C10308,-56.785973,-19.82704
C10309,-6.871447,-3.5416796
C10310,5.7230415,-4.84771
C10311,-25.68088,-52.57763
C10312,41.476856,-25.914341
C10313,-54.4578,-20.351372
C10314,35.337376,-6.7964473
C10315,-70.5975,-20.957302
C10316,68.53479,2.6461072
C10317,70.06721,-4.3438444
C10318,65.47468,3.7363365
C10319,-56.925014,0.4209305
C10320,20.759813,8.023115
C10321,77.61872,-11.946824
C10322,25.188698,-66.073875
C10323,19.820438,6.9931493
C10324,-70.77772,11.776413
C10325,-53.918987,-10.069513
C10326,-64.44729,26.571522
C10327,-68.852554,34.743366
C10328,-5.944042,-0.55306137
C10329,36.974434,42.71736
C10330,-1.4771886,62.525673
C10331,-7.3873806,-25.793228
C10332,2.917162,-65.86911
C10333,-67.64251,-18.805332
C10334,-10.039893,11.307281
C10335,-82.9114,-7.6518426
C10336,41.042362,46.296875
C10337,40.513115,-26.392826
C10338,-17.130762,-57.681152
C10339,-72.18575,12.109405
C10340,76.816315,-10.528623
C10341,-52.178146,-0.15109485
C10342,9.007539,4.1398835
C10343,46.317745,-25.381346
C10344,72.49272,-16.339405
C10345,-80.10262,-9.590759
C10346,-6.1745887,-28.829273
C10347,4.413163,54.618153
C10348,80.68609,-7.1645727
C10349,17.388527,64.304436
C10350,40.795864,23.581835
C10351,-27.009735,-48.768417
C10352,-30.802937,-52.55943
C10353,-26.004885,-43.76472
C10354,-16.739584,27.980288
C10355,79.5943,-4.585694
C10356,43.269615,5.2930703
C10357,-2.6665893,-4.827319
C10358,53.077194,-19.053328
C10359,4.9594836,-74.90292
C10360,54.326477,46.41493
C10361,-51.361214,-15.461225
C10362,46.60401,-29.152197
C10364,0.0045807906,-65.95714
C10365,-21.561642,59.68526
C10366,-3.2267504,29.211496
C10367,59.745255,-34.095417
C10368,67.06488,-0.22900283
C10369,-6.2286434,-31.291723
